Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming,Translated
@eppo3418,"01 n 03 drpd nyinyir,,mending kalian maki2 tu yg punya ide 4jari..krna gerakan itu yg membuat kalian kalah telak..sekali lagi kalah TELAK🤣🤣",n daripada nyinyirmending kalian maki2 itu yang punya ide 4jari karena gerakan itu yang membuat kalian kalah telak sekali lagi kalah telak,"['n', 'daripada', 'nyinyirmending', 'kalian', 'maki2', 'itu', 'yang', 'punya', 'ide', '4jari', 'karena', 'gerakan', 'itu', 'yang', 'membuat', 'kalian', 'kalah', 'telak', 'sekali', 'lagi', 'kalah', 'telak']","['n', 'nyinyirmending', 'maki2', 'ide', '4jari', 'gerakan', 'kalah', 'telak', 'kalah', 'telak']",n nyinyirmending maki2 ide 4jari gera kalah telak kalah telak,n nyinyirmending maki2 ideas 4jari gera losing telak losing
@adapelangidibolamatamu4223,Orang yang sulit Terima kenyataan :<br>1.Orang Gila<br>2..Orang yang sedang jatuh cinta<br>3.ANUS-IMIN<br>4 GENJER-MPRUD<br>5. MEGAWATI<br>6----,orang yang sulit terima kenyataan orang gila2 orang yang sedang jatuh cinta3 anusimin4 genjermprud5 megawati6,"['orang', 'yang', 'sulit', 'terima', 'kenyataan', 'orang', 'gila2', 'orang', 'yang', 'sedang', 'jatuh', 'cinta3', 'anusimin4', 'genjermprud5', 'megawati6']","['orang', 'sulit', 'terima', 'kenyataan', 'orang', 'gila2', 'orang', 'jatuh', 'cinta3', 'anusimin4', 'genjermprud5', 'megawati6']",orang sulit terima nyata orang gila2 orang jatuh cinta3 anusimin4 genjermprud5 megawati6,Difficult people to accept real people crazy2 people falling in love3 anusimin4 genjermprud5 megawati6
@sahidaeny-kn7hk,"Insyaallah....., Tmksh ya Allah..smoga menjadi kenyataan,,tuk Bpk brabowo GeemoooY2 BoociiL GiibraaN....!! 💘💘🌺🌹🌷💘💖🌹🌺❤️✌️💓✌️💘💞💞💞✌️✌️💞💞💞",insyaallah tmksh ya allah semoga menjadi kenyataantuk bpk brabowo geemoooy2 boociil giibraan,"['insyaallah', 'tmksh', 'ya', 'allah', 'semoga', 'menjadi', 'kenyataantuk', 'bpk', 'brabowo', 'geemoooy2', 'boociil', 'giibraan']","['insyaallah', 'tmksh', 'allah', 'semoga', 'kenyataantuk', 'bpk', 'brabowo', 'geemoooy2', 'boociil', 'giibraan']",insyaallah tmksh allah moga kenyataantuk bpk brabowo geemoooy2 boociil giibraan,"InsyaAllah, Allah, hopefully the reality"
@halimahraman4430,"Alhamdulilah do,a ku ter kabul ,Anis kalah ,Prabowo gaet anak pk jokowi,ber arti rayat masih cinta kerjanya pk jokowo,terbukti dulu 2x pemilu pk prabowo lawan pk jokowi slalu kalah,sekarang didampingi anak pk jokowi unggul telak walau rayat terbagi 3.",alhamdulilah doa ku ter kabul anis kalah prabowo gaet anak pakai jokowiber arti rayat masih cinta kerjanya pakai jokowoterbukti dulu 2x pemilu pakai prabowo lawan pakai jokowi selalu kalahsekarang didampingi anak pakai jokowi unggul telak walau rayat terbagi,"['alhamdulilah', 'doa', 'ku', 'ter', 'kabul', 'anis', 'kalah', 'prabowo', 'gaet', 'anak', 'pakai', 'jokowiber', 'arti', 'rayat', 'masih', 'cinta', 'kerjanya', 'pakai', 'jokowoterbukti', 'dulu', '2x', 'pemilu', 'pakai', 'prabowo', 'lawan', 'pakai', 'jokowi', 'selalu', 'kalahsekarang', 'didampingi', 'anak', 'pakai', 'jokowi', 'unggul', 'telak', 'walau', 'rayat', 'terbagi']","['alhamdulilah', 'doa', 'ku', 'ter', 'kabul', 'anis', 'kalah', 'prabowo', 'gaet', 'anak', 'pakai', 'jokowiber', 'arti', 'rayat', 'cinta', 'kerjanya', 'pakai', 'jokowoterbukti', '2x', 'pemilu', 'pakai', 'prabowo', 'lawan', 'pakai', 'jokowi', 'kalahsekarang', 'didampingi', 'anak', 'pakai', 'jokowi', 'unggul', 'telak', 'rayat', 'terbagi']",alhamdulilah doa ku ter kabul anis kalah prabowo gaet anak pakai jokowiber arti rayat cinta kerja pakai jokowoterbukti 2x milu pakai prabowo lawan pakai jokowi kalahsekarang damping anak pakai jokowi unggul telak rayat bagi,"Alhamdulillah, my prayer is Kabul Anis, losing to Prabowo, not using Jokowiber, the meaning of Rayat, Love Working Working, processed Jokowoterbukan 2x Milu, wearing Prabowo, the opponent uses Jokowi, loses by the children to use Jokowi, the Rayat is superior to"
@darlekgondrong7naga144,Oke mantap 02 ok,oke mantap ok,"['oke', 'mantap', 'ok']","['oke', 'mantap', 'ok']",oke mantap ok,Okay great ok
@BahagiaSyafri,Something wrong apa <br>Tidur aja lu di TPS <br>ngomong curang mana buktinya,something wrong apa tidur saja kamu di tps mengomong curang mana buktinya,"['something', 'wrong', 'apa', 'tidur', 'saja', 'kamu', 'di', 'tps', 'mengomong', 'curang', 'mana', 'buktinya']","['something', 'wrong', 'tidur', 'tps', 'mengomong', 'curang', 'buktinya']",something wrong tidur tps omong curang bukti,Something Wrong Sleeping TPS Take Capure of Evidence
@ferysetiawan4078,Di tps tempatku:<br>01 : 10 suara<br>02 :136<br>03 : 65<br>Sisanya rusak dan golput,di tps tempatku suara02 65sisanya rusak dan golput,"['di', 'tps', 'tempatku', 'suara02', '65sisanya', 'rusak', 'dan', 'golput']","['tps', 'tempatku', 'suara02', '65sisanya', 'rusak', 'golput']",tps tempat suara02 65sisanya rusak golput,TPS where the sound02 65 is damaged
@sukarnisukarni3526,Semoga yang dipilih masyarakat jadilah Persiden yang Amanah Yang tidak jadi harus nglegono kekalahanya Persiden yang milih Rakyat bukan Partai,semoga yang dipilih masyarakat jadilah persiden yang amanah yang tidak jadi harus nglegono kekalahanya persiden yang memilih rakyat bukan partai,"['semoga', 'yang', 'dipilih', 'masyarakat', 'jadilah', 'persiden', 'yang', 'amanah', 'yang', 'tidak', 'jadi', 'harus', 'nglegono', 'kekalahanya', 'persiden', 'yang', 'memilih', 'rakyat', 'bukan', 'partai']","['semoga', 'dipilih', 'masyarakat', 'persiden', 'amanah', 'nglegono', 'kekalahanya', 'persiden', 'memilih', 'rakyat', 'partai']",moga pilih masyarakat persiden amanah nglegono kekalahanya persiden pilih rakyat partai,"hopefully choose the people of Persiden Amanah Nglegono, the defeat of the Persiden Choose the People's People"
@munarohcanel5964,"0,1 Dan 0,3 semoga legowo Dan mengucap Kan selamat untuk pak prabowo Dan Mas gibran",dan semoga legowo dan mengucap kan selamat untuk pak prabowo dan mas gibran,"['dan', 'semoga', 'legowo', 'dan', 'mengucap', 'kan', 'selamat', 'untuk', 'pak', 'prabowo', 'dan', 'mas', 'gibran']","['semoga', 'legowo', 'mengucap', 'selamat', 'prabowo', 'mas', 'gibran']",moga legowo ucap selamat prabowo mas gibran,Moga Legowo said happy Prabowo Mas Gibran
@AyahSafa,"klo yg mengkritik banyak, tpi yg tdk mengkriti jauh lbih banyak.",kalau yang mengkritik banyak tapi yang tidak mengkriti jauh lebih banyak,"['kalau', 'yang', 'mengkritik', 'banyak', 'tapi', 'yang', 'tidak', 'mengkriti', 'jauh', 'lebih', 'banyak']","['mengkritik', 'mengkriti']",kritik mengkriti,criticism
@cakra308,Di lapangan lapisan tidak ada masalah .kok yg kalah mintak menang,di lapangan lapisan tidak ada masalah kok yang kalah mintak menang,"['di', 'lapangan', 'lapisan', 'tidak', 'ada', 'masalah', 'kok', 'yang', 'kalah', 'mintak', 'menang']","['lapangan', 'lapisan', 'kalah', 'mintak', 'menang']",lapang lapis kalah mintak menang,Plywood loses to win
@rofflyedwin2423,"woyyyy bicara hasil dong, koq mundur lg dgn hasil putusan MK. knp nda usaha keras digagalin spy 02 tidak ikut krn katanya melanggar. dan skrg udah pemilu udah ada akan hasil koq bilang salah. ntar lg narasi film itu kan akan sbg alat maju ke MK. udah bisa diduga curang akan sbg alat terakhir.",woyyyy bicara hasil dong kok mundur lagi dengan hasil putusan maka kenapa indak usaha keras digagalin supaya tidak ikut karena katanya melanggar dan sekarang sudah pemilu sudah ada akan hasil kok bilang salah entar lagi narasi film itu kan akan sebagai alat maju ke maka sudah bisa diduga curang akan sebagai alat terakhir,"['woyyyy', 'bicara', 'hasil', 'dong', 'kok', 'mundur', 'lagi', 'dengan', 'hasil', 'putusan', 'maka', 'kenapa', 'indak', 'usaha', 'keras', 'digagalin', 'supaya', 'tidak', 'ikut', 'karena', 'katanya', 'melanggar', 'dan', 'sekarang', 'sudah', 'pemilu', 'sudah', 'ada', 'akan', 'hasil', 'kok', 'bilang', 'salah', 'entar', 'lagi', 'narasi', 'film', 'itu', 'kan', 'akan', 'sebagai', 'alat', 'maju', 'ke', 'maka', 'sudah', 'bisa', 'diduga', 'curang', 'akan', 'sebagai', 'alat', 'terakhir']","['woyyyy', 'bicara', 'hasil', 'mundur', 'hasil', 'putusan', 'indak', 'usaha', 'keras', 'digagalin', 'melanggar', 'pemilu', 'hasil', 'bilang', 'salah', 'entar', 'narasi', 'film', 'alat', 'maju', 'diduga', 'curang', 'alat']",woyyyy bicara hasil mundur hasil putus indak usaha keras digagalin langgar milu hasil bilang salah entar narasi film alat maju duga curang alat,"Woyyyy Speaking of the results of the results of the results of the breaking ups and the hard work, the results of the Milu outstanding the results say the wrong narrative of the film Forward Devices Allegations of Cheating Tools"
@adapelangidibolamatamu4223,Orang yang sulit Terima kenyataan :<br>1.Orang Gila<br>2..Orang yang sedang jatuh cinta<br>3.ANUS-IMIN<br>4 GENJER-MPRUD<br>5. MEGAWATI<br>6.MARDANI NCONG,orang yang sulit terima kenyataan orang gila2 orang yang sedang jatuh cinta3 anusimin4 genjermprud5 megawati6 mardani ncong,"['orang', 'yang', 'sulit', 'terima', 'kenyataan', 'orang', 'gila2', 'orang', 'yang', 'sedang', 'jatuh', 'cinta3', 'anusimin4', 'genjermprud5', 'megawati6', 'mardani', 'ncong']","['orang', 'sulit', 'terima', 'kenyataan', 'orang', 'gila2', 'orang', 'jatuh', 'cinta3', 'anusimin4', 'genjermprud5', 'megawati6', 'mardani', 'ncong']",orang sulit terima nyata orang gila2 orang jatuh cinta3 anusimin4 genjermprud5 megawati6 mardani ncong,DIFFICULTY PEOPLE ACCEPTANCE CRAZY PEOPLE
@YudapratamaPeratama,Yg tensinya tinggi biasanya yg taruhan..takut jagoanya kalah😂😅😂,yang tensinya tinggi biasanya yang taruhan takut jagoanya kalah,"['yang', 'tensinya', 'tinggi', 'biasanya', 'yang', 'taruhan', 'takut', 'jagoanya', 'kalah']","['tensinya', 'taruhan', 'takut', 'jagoanya', 'kalah']",tensi taruh takut jagoanya kalah,tension put fear of losing the champion
@tintondwinanda,Hasil hitung lambatnya kapan?,hasil hitung lambatnya kapan,"['hasil', 'hitung', 'lambatnya', 'kapan']","['hasil', 'hitung', 'lambatnya']",hasil hitung lambat,slow count results
@endrahermawan5218,hitung manual per KPS nya aja  kt  tggu,hitung manual per kps ya saja kita tggu,"['hitung', 'manual', 'per', 'kps', 'ya', 'saja', 'kita', 'tggu']","['hitung', 'manual', 'kps', 'tggu']",hitung manual kps tggu,Calculate the manual of the weeks
@BahagiaSyafri,Bilang curang <br>Berarti kasihan ya sama petugas pemilu di TPS <br>Curang mana buktinya <br>Emang udah seburuk apakah demokrasi di negara ini sampe segitunya dia menghakimi <br>Rakyat yg milih,bilang curang berarti kasihan ya sama petugas pemilu di tps curang mana buktinya memang sudah seburuk apakah demokrasi di negara ini sampai sebegitunya dia menghakimi rakyat yang memilih,"['bilang', 'curang', 'berarti', 'kasihan', 'ya', 'sama', 'petugas', 'pemilu', 'di', 'tps', 'curang', 'mana', 'buktinya', 'memang', 'sudah', 'seburuk', 'apakah', 'demokrasi', 'di', 'negara', 'ini', 'sampai', 'sebegitunya', 'dia', 'menghakimi', 'rakyat', 'yang', 'memilih']","['bilang', 'curang', 'kasihan', 'petugas', 'pemilu', 'tps', 'curang', 'buktinya', 'seburuk', 'demokrasi', 'negara', 'sebegitunya', 'menghakimi', 'rakyat', 'memilih']",bilang curang kasihan tugas milu tps curang bukti buruk demokrasi negara begitu hakim rakyat pilih,said cheating pity the task of Milu TPS cheating bad evidence of state democracy as soon
@cakra308,Senang atau tidak itu kehendak rakyat jangan paksa rakyat untuk memenangkan yg udah kalah dalam kompetisi itu ada kalah ada menang,senang atau tidak itu kehendak rakyat jangan paksa rakyat untuk memenangkan yang sudah kalah dalam kompetisi itu ada kalah ada menang,"['senang', 'atau', 'tidak', 'itu', 'kehendak', 'rakyat', 'jangan', 'paksa', 'rakyat', 'untuk', 'memenangkan', 'yang', 'sudah', 'kalah', 'dalam', 'kompetisi', 'itu', 'ada', 'kalah', 'ada', 'menang']","['senang', 'kehendak', 'rakyat', 'paksa', 'rakyat', 'memenangkan', 'kalah', 'kompetisi', 'kalah', 'menang']",senang hendak rakyat paksa rakyat menang kalah kompetisi kalah menang,glad to be forced the people to win the losing competition to lose
@tantrilistiana4184,"Jumlah TPS Pemilu 2024 sekitar 820 Ribu TPS.<br>Sedangkan jumlah TPS yg dijadikan Sampling dalam Quick Count adalah sekitar 2000-3000 TPS se-Indonesia.<br>Dan belum tentu Perolehan Suara di 2000-3000 TPS Sampling tsb mewakili Perolehan Suara di 820.000 TPS se-Indonesia.<br><br>Kawal Terus Proses Rekap Perhitungan Suara dari tingkat Desa, Kecamatan, Kabupaten, Provinsi sampai Nasional.<br>Jangan sampai hasil Real Count 820.000 TPS KPU di Grand Desain oleh Oknum tertentu, agar sama dengan hasil Quick Count dari 2000-3000 TPS Sampling.<br>Karena menurut Logika Logis bahwa 2-3 ribu TPS tidak mewakili 820 Ribu TPS yang perolehan suaranya pasti beda-beda di tiap TPS.",jumlah tps pemilu sekitar ribu tps sedangkan jumlah tps yang dijadikan sampling dalam quick count adalah sekitar tps seindonesia dan belum tentu perolehan suara di tps sampling tersebut mewakili perolehan suara di tps seindonesia kawal terus proses rekap perhitungan suara dari tingkat desa kecamatan kabupaten provinsi sampai nasional jangan sampai hasil real count tps kpu di grand desain oleh oknum tertentu agar sama dengan hasil quick count dari tps sampling karena menurut logika logis bahwa ribu tps tidak mewakili ribu tps yang perolehan suaranya pasti bedabeda di tiap tps,"['jumlah', 'tps', 'pemilu', 'sekitar', 'ribu', 'tps', 'sedangkan', 'jumlah', 'tps', 'yang', 'dijadikan', 'sampling', 'dalam', 'quick', 'count', 'adalah', 'sekitar', 'tps', 'seindonesia', 'dan', 'belum', 'tentu', 'perolehan', 'suara', 'di', 'tps', 'sampling', 'tersebut', 'mewakili', 'perolehan', 'suara', 'di', 'tps', 'seindonesia', 'kawal', 'terus', 'proses', 'rekap', 'perhitungan', 'suara', 'dari', 'tingkat', 'desa', 'kecamatan', 'kabupaten', 'provinsi', 'sampai', 'nasional', 'jangan', 'sampai', 'hasil', 'real', 'count', 'tps', 'kpu', 'di', 'grand', 'desain', 'oleh', 'oknum', 'tertentu', 'agar', 'sama', 'dengan', 'hasil', 'quick', 'count', 'dari', 'tps', 'sampling', 'karena', 'menurut', 'logika', 'logis', 'bahwa', 'ribu', 'tps', 'tidak', 'mewakili', 'ribu', 'tps', 'yang', 'perolehan', 'suaranya', 'pasti', 'bedabeda', 'di', 'tiap', 'tps']","['tps', 'pemilu', 'ribu', 'tps', 'tps', 'dijadikan', 'sampling', 'quick', 'count', 'tps', 'seindonesia', 'perolehan', 'suara', 'tps', 'sampling', 'mewakili', 'perolehan', 'suara', 'tps', 'seindonesia', 'kawal', 'proses', 'rekap', 'perhitungan', 'suara', 'tingkat', 'desa', 'kecamatan', 'kabupaten', 'provinsi', 'nasional', 'hasil', 'real', 'count', 'tps', 'kpu', 'grand', 'desain', 'oknum', 'hasil', 'quick', 'count', 'tps', 'sampling', 'logika', 'logis', 'ribu', 'tps', 'mewakili', 'ribu', 'tps', 'perolehan', 'suaranya', 'bedabeda', 'tps']",tps milu ribu tps tps jadi sampling quick count tps indonesia oleh suara tps sampling wakil oleh suara tps indonesia kawal proses rekap hitung suara tingkat desa camat kabupaten provinsi nasional hasil real count tps kpu grand desain oknum hasil quick count tps sampling logika logis ribu tps wakil ribu tps oleh suara bedabeda tps,MILU TPS MILU THOUSAND TPS TPS became Indonesian TPS Quick Count Sampling by TPS Sampling Deputy by Suara TPS Indonesia guard the recapitulation of votes for the village level of the National Province of the National Provincial Count TPS KPU Grand Grand Design The results of Quick Count TPS Sampling Logical Logical TPS TPS TPS
@AyahSafa,"Klo jubir TKN bilang kecurangan surat suara yg sdh tercoblos, sblm pencoblosan, itu sama sja bunuh diri, sbb di beberapa tmpt twrutama luar negri, surat suara sdh tercoblos, gambar 03.",kalau jubir tkn bilang kecurangan surat suara yang sudah tercoblos sebelum pencoblosan itu sama saja bunuh diri sebab di beberapa tempat twrutama luar negeri surat suara sudah tercoblos gambar,"['kalau', 'jubir', 'tkn', 'bilang', 'kecurangan', 'surat', 'suara', 'yang', 'sudah', 'tercoblos', 'sebelum', 'pencoblosan', 'itu', 'sama', 'saja', 'bunuh', 'diri', 'sebab', 'di', 'beberapa', 'tempat', 'twrutama', 'luar', 'negeri', 'surat', 'suara', 'sudah', 'tercoblos', 'gambar']","['jubir', 'tkn', 'bilang', 'kecurangan', 'surat', 'suara', 'tercoblos', 'pencoblosan', 'bunuh', 'twrutama', 'negeri', 'surat', 'suara', 'tercoblos', 'gambar']",jubir tkn bilang curang surat suara coblos coblos bunuh twrutama negeri surat suara coblos gambar,TKN spokesman said that cheating ballots voted voting voting kill twrutama country ballots voting images
@yulidarmaklot4164,Setiap pemilu quick cout merupakan sampel uang produk proyek cuan.real count yg proses dari KPU.,setiap pemilu quick cout merupakan sampel uang produk proyek cuan real count yang proses dari kpu,"['setiap', 'pemilu', 'quick', 'cout', 'merupakan', 'sampel', 'uang', 'produk', 'proyek', 'cuan', 'real', 'count', 'yang', 'proses', 'dari', 'kpu']","['pemilu', 'quick', 'cout', 'sampel', 'uang', 'produk', 'proyek', 'cuan', 'real', 'count', 'proses', 'kpu']",milu quick cout sampel uang produk proyek cuan real count proses kpu,MILU Quick Cout Sample Money Project Products Cuan Real Count KPU Process
@trisdjatiwahono667,"RAKYAT TIDAK BUTUH LEMBAGA SURVEY,",rakyat tidak butuh lembaga survey,"['rakyat', 'tidak', 'butuh', 'lembaga', 'survey']","['rakyat', 'butuh', 'lembaga', 'survey']",rakyat butuh lembaga survey,People Need Survey Institutions
@warmatarmat9822,alhamdulillah ya allah pilihan saya menang 02,alhamdulillah ya allah pilihan saya menang,"['alhamdulillah', 'ya', 'allah', 'pilihan', 'saya', 'menang']","['alhamdulillah', 'allah', 'pilihan', 'menang']",alhamdulillah allah pilih menang,Thank God God chose to win
@radenbhentar4946,"Udahlah Niss terima nasib aja kalok kalah,,kalok sakit kepala yaa minum panadol aja kok susahh😅😅😅",sudahlah niss terima nasib saja kalau kalahkalok sakit kepala ya minum panadol saja kok susahh,"['sudahlah', 'niss', 'terima', 'nasib', 'saja', 'kalau', 'kalahkalok', 'sakit', 'kepala', 'ya', 'minum', 'panadol', 'saja', 'kok', 'susahh']","['niss', 'terima', 'nasib', 'kalahkalok', 'sakit', 'kepala', 'minum', 'panadol', 'susahh']",niss terima nasib kalahkalok sakit kepala minum panadol susahh,Niss accepts the fate of losing the headache and dirty headache
@arulhuda1304,01. 03.saya yakin gak tidur nyenyak. Salam dari kandang banteng jateng,saya yakin tidak tidur nyenyak salam dari kandang banteng jateng,"['saya', 'yakin', 'tidak', 'tidur', 'nyenyak', 'salam', 'dari', 'kandang', 'banteng', 'jateng']","['tidur', 'nyenyak', 'salam', 'kandang', 'banteng', 'jateng']",tidur nyenyak salam kandang banteng jateng,sleep soundly greetings cage bull jateng
@conniefrancies4529,Terimalah kekalahan dengan besar hati....jangan cari2 celah atau rekayasa,terimalah kekalahan dengan besar hati jangan celah atau rekayasa,"['terimalah', 'kekalahan', 'dengan', 'besar', 'hati', 'jangan', 'celah', 'atau', 'rekayasa']","['terimalah', 'kekalahan', 'hati', 'celah', 'rekayasa']",terima kalah hati celah rekayasa,accept losing hearts of engineering gaps
@ZaenalArifin-ef7qx,Siapapun yg jadi presiden th 24..semoga menjadi presiden yg terbaik.,siapapun yang jadi presiden tahu semoga menjadi presiden yang terbaik,"['siapapun', 'yang', 'jadi', 'presiden', 'tahu', 'semoga', 'menjadi', 'presiden', 'yang', 'terbaik']","['presiden', 'semoga', 'presiden', 'terbaik']",presiden moga presiden baik,President Wish for the President Good
@anacenel8976,ok gaaaaaaaaaaaas,ok gaaaaaaaaaaaas,"['ok', 'gaaaaaaaaaaaas']","['ok', 'gaaaaaaaaaaaas']",ok gaaaaaaaaaaaas,ok Gaaaaaaaaaas
@ahamadaljupri5288,amin menangisss😁😁😁😁,amin menangisss,"['amin', 'menangisss']","['amin', 'menangisss']",amin menangisss,amin cryingss
@endibky9550,"Mana yg sering menghujat prabowo,yg sering fitnah prabowo...Alhamdulillah 02 nenang💪👍🤲",mana yang sering menghujat prabowoyg sering fitnah prabowo alhamdulillah nenang,"['mana', 'yang', 'sering', 'menghujat', 'prabowoyg', 'sering', 'fitnah', 'prabowo', 'alhamdulillah', 'nenang']","['menghujat', 'prabowoyg', 'fitnah', 'prabowo', 'alhamdulillah', 'nenang']",hujat prabowoyg fitnah prabowo alhamdulillah nenang,Hujat Prabowoyg Fitnah Prabowo Alhamdulillah Nenang
