Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@yeftarachmadrachmad6380,Knapa mo laporkan kecurangan setelah melihat hasil QC... <br>klu mmg ada kecurangan knapa tdk d laporkan lgsg pada PANWASLU  yg ada d skitar.. Tps. Spy d buatkan berita acara pelaporan tindak kecurangan. Klub perlu jam kejadian d cantumkan. Lbih2 d tanda tangani para saksi dr ke 3 kontestan. Spy tdak ada lg gaya PROTES spt ini. Melihat gejala akan kalah. Baru mengajukan gugatan. Sementara para saksi kjadian sdah pada BUBAR.,knapa lapor curang hasil qc curang knapa lapor langsung panwaslu tps buat berita acara lapor tindak curang klub jam jadi cantum lbih2 tanda tangan saksi kontestan gaya protes gejala kalah aju gugat saksi kjadian bubar,why report cheating the results of QC cheating why reported direct Panwaslu TPS for the minutes of reporting the cheating acts of the Clock Club so cantum more and more signatures of Witnesses Witnesses Contestants Protesty Style Symptoms Losing Aju Witness Kjadian Braws,0.3666666666666667,positive
@afriyadiadi7199,Pak prabowo telah belajar dari pengalaman pilpres dan beliau sangat berpengalaman ketimbang lawan2 nya,prabowo ajar alam pilpres beliau alam ketimbang lawan2,Prabowo Teaching Nature of his Presidential Election Natural than opponents,0.1,positive
@mcr2720,"Tenang pak anis &amp; pak ganjar, prabowo menang kalian masih dianggap saudara kok<br>Itu dia yg ngomong di podcash dedi corbuzier",tenang anis ganjar prabowo menang anggap saudara kokitu omong podcash dedi corbuzier,"Calm down Anis Ganjar Prabowo won assuming brothers and sisters, that is, Podcash Dedi Corbuzier",0.07222222222222223,positive
@dinayanadina2516,kalo gk puas..besok pgi prabowo jdi 70% tar truh mn mukanya anis md hhaa,puas besok pagi prabowo entar truh muka anis md hhaa,Satisfied tomorrow morning Prabowo will be the face of anis md hhaa,0.5,positive
@gunawansulian1831,Merendah tuk hari esok itulah jiwa 02 🤞🤞✌️✌️✌️✌️✌️,rendah esok jiwa,low tomorrow the soul,0.0,neutral
@HusnaHusna-du6vn,Alhamdulilah PRAGIB tetap suara teratas sesuai dgn surfei dari awal namun selalu di hujat.,alhamdulilah pragib suara atas sesuai surfei hujat,Alhamdulilah Pragib Suara above according to Surfei Hujat,0.0,neutral
@yosepgoriskelen5712,Bro jangan berkecil hati apapun itu 02 jadi pemenang nya,bro kecil hati apa menang,bro little heart what win,0.30625,positive
@afriyadiadi7199,Presiden gemoy adalah pilihan rakyat indonesia...pak prabowo adalah orang cerdas karena dari dulu sampai sekarang beliau tidak pernah kosong jabatan....selamat buat pak prabowo dan pak gibran,presiden gemoy pilih rakyat indonesia prabowo orang cerdas beliau kosong jabat selamat prabowo gibran,"President Gemoy Choose the Indonesian People Prabowo, his smart person is empty",0.057142857142857134,positive
@SurTini-yg4kx,l,l,l,0.0,neutral
@ekysinatra8976,Juragan terlalu tinggi hati,juragan hati,Juragan heart,0.0,neutral
@JumiLah-l9w,Terima kasih kepada orang yang sombong  karena  kesombongan anda bisa menenangkan pilihan q,terima kasih orang sombong sombong tenang pilih ku,Thank you arrogant arrogant quietly choose me,0.0,neutral
@Rantai-nm8oo,Kk sama dorNg jangan menang bauuu😢tentuk dulu😢,kakak dorng menang bauuutentuk,Dorng's sister won the smell,0.0,neutral
@priyonos.p.d3501,"01 dan 03 jangan bersedih.......ini baru sampel  dr beberapa TPS, hasinya ???????",sedih sampel tps has,sad sample tps has,-0.5,negative
@WarnitiTarwan,Jokowi prabowo yg amanah,jokowi prabowo amanah,Jokowi Prabowo Amanah,0.0,neutral
@amranhasibuan7900,"Sangat banyak kecurangan 😢Kawal terus,salam perubahan ☝️🇮🇩",curang kawal terussalam ubah,Cheating Controlled,0.0,neutral
@MisRoni-jm1zl,Cukup di jogetin aja apa yang di katakan  TKN 01 dan 03 yang masi belum terima dengan kekapahan <br>Salam NKRI kita tercinta,joget tkn terima kapah salam nkri cinta,dancing tkn accept the Kapah Greetings of the Republic of Indonesia Love,0.5,positive
@MardiUtomo-dv6vu,"Wajar gempuran uang,,,, beras,,,, minyak goreng,,,, termasuk,,, bansos,,, di mana² memang sangat dasat.  Dan saat ini generasi Z tidak tau sejarah akan peristiwa 98   dan yg paling utama yg  di pikirkan oleh para mak² pada saat ini  cuma kebutuhan sehari-hari  dan uang.  Dan  mereka sama sekali nggak tau apa itu konstitusi, KKN, pelanggar ham berat, food estate. Dan yang konyol lagi program makan siang gratis untuk santri dan anak sekolah malah di anggap paling tepat, bisa  mengatasi hemat  uang saku",wajar gempur uang beras minyak goreng bansos dasat generasi tau sejarah peristiwa utama pikir mak butuh seharihari uang tau konstitusi kkn langgar ham berat food estate konyol program makan siang gratis santri anak sekolah anggap atas hemat uang saku,Naturally Gemur Money Cooking Rice Social Bansos Decade or the history of the main event Mak needs daily money or the constitution of KKN Langgar Human Rights Food Estate Silly Lunch Program Free Santri School Children Assume for saving pocket money,0.028571428571428574,positive
@SyehGalib-j5y,Hati hati kecurangan,hati hati curang,Be careful cheating,-0.1,negative
@NovalinaSoriale,"02Tuhan berkati,,Doa udh tercapai,",02tuhan berkatidoa capai,02 Goddesses are reached,0.0,neutral
@Setyawan-ke7hh,Ya GK mugkinnn sejauh itu ..,mugkinnn,Muginnn,0.0,neutral
@apriani3565,Yg pendukung nomor 1 dan 3 GK berani komen julid dsini GK Kya sebelumnya...kan rakyat yg memilih  Prabowo kalo GK suka GK usah dipilih..tp akhirnya Menag tnp harus mnjelekan lawan berbeda pendukung Anis orang pintar pilih nomor satu kita GK butuh itu.,dukung nomor berani komen julid kaya rakyat pilih prabowo suka pilih menag mnjelekan lawan beda dukung anis orang pintar pilih nomor butuh,Support the brave number to comment Julid rich people choose Prabowo like to choose to give up the opponent different supporting anis smart people choose the need number need,0.32785714285714285,positive
@nardinartha2381,Iki wong ora waras udah kalah masih ngeyel sadardiri bro.yg daulat rakyat bro.,iki ora waras kalah ngeyel sadardiri bro daulat rakyat bro,has been the sacrific,0.0,neutral
@KelanKuningan,Akan ada apadijakarta hasilcurang bansos sijokowi akan ada apimembara biangkeroknya jokowirasakan mati suri 98 akan terjadi,apadijakarta hasilcurang bansos sijokowi apimembara biangkeroknya jokowirasakan mati suri,"APADIJAKARTA results from the Social Assistance Sijokowi Apimi Biangkeroknya Jokowi, it feels suspended",0.03333333333333333,positive
@cobrahitam5786,"SANGAT DI SAYANGKAN WAKTU DEKAT PEMILIHAN PRESIDEN BU MEGA MENUNJUKAN KEBODOHANNYA YAITU MENJELEKAN TNI POLRI DAN PENDUKUNGNYA MENJELEKAN WARGA JAWA TIMUR, INILAH KESALAHAN YG SANGAT FATAL.JUGA PAK GANJAR YG TERLIHAT MEMUSUHI PAK JOKOWI INILAH YG RAKYAT TIDAK SENANG.HARUSNYA DARI KUBU PAK GANJAR DAN BU MEGA ITU MELAKUKAN KEBAIKAN JANGAN MALAH MEMPERLIHATKAN KESOMBONGAN DAN KEJUMAWAAN MEREMEHKAN TNI POLRI DAN ORANG JAWA TIMUR.",sayang pilih presiden bu mega tunjuk bodoh jelek tni polri dukung jelek warga jawa timur salah fatal ganjar musuh jokowi rakyat senang kubu ganjar bu mega baik sombong kejumawaan remeh tni polri orang jawa timur,"unfortunately choosing the president of Mrs. Mega pointing out the ugly stupid of the Indonesian National Police supports the ugly people of East Java, Fatal Ganjar, the enemy of Jokowi, likes the Ganjar Bu Mega camp, either arrogant",-0.675,negative
@arioke1277,Siapa sih yg dr 01 dan 03 ini ?<br>Makanya kalian itu jgn sombong.<br>Ini lah buah dr kesombongan kalian itu 😂😂😂,sih sombong buah sombong,it's arrogant,0.0,neutral
@pangestu1481,..TUHAN... JUGA  MENGAWASI. PEMILU. INI... BRO.. JGN LUPA  .. MAKANNYA . KALO 02 MENANG . ITU... . kehendakNYA ..,tuhan awas milu bro lupa makan menang hendak,God is watching,0.0,neutral
@priyonos.p.d3501,"Kenapa hasilnya hapir sama, mungkinkah mengangambil sepel yg sama?????, kalau ini benar bahaya.......",hasil hapir mengangambil sepel bahaya,Hapir results take a trivial danger,0.0,neutral
@VilanovaCornelio,Saatnya Bapak Prabowo and Gibran udah pasti menan menjadi President yg ke 8 Indonesia,prabowo and gibran nan president indonesia,Prabowo and Gibran Nan President Indonesia,0.0,neutral
@aiunieyuni3246,yg kalah pasti tdk puas ujungnya pasti mngtakan bnyk kecurangan..udh biasa,kalah puas ujung mngtakan curang,less satisfied with the end of cheating,0.16666666666666669,positive
@MuhAnsori-v4o,Siapa saja yg terpilih tetep harus bersatu ni da jalan allah gk usah saling tuntut ni da wahyu dari allah ni lah yg dinamakan satrio piningit ya itu gibran jelas yg akan melanjutkan indonesia emas.gk ada curangan allah da lihat mana yg baik bos ku semua moga pada sadar bos bos parte.😂😂😂😂🎉🎉🎉,pilih satu nih dah jalan allah tuntut nih dah wahyu allah nih nama satrio pingit gibran lanjut indonesia emas curang allah dah lihat bos ku moga sadar bos bos parte,"Choose one, the way of Allah demanded that the revelation of Allah is the name of the Satrio Pingit Gibran, continued Indonesia, the gold cheating Allah has seen my boss.",0.0,neutral
@PutraGentarawang,"Prabowo❤ Presiden RI 2024,,prabowo pilihan rakyat❤",prabowo presiden ri prabowo pilih rakyat,Prabowo Indonesian President Prabowo Choose the People,0.0,neutral
@sugengsantoso6288,Alhamdulillah 02 menang smg jadi pemimpin yang amanah,alhamdulillah menang moga pimpin amanah,Thank God for winning the Trust Leader,0.5,positive
@EmiMarisanEmi,Kalau klah ya akui kekalahan...,klah aku kalah,Klah I lost,0.0,neutral
@joko1447,"Mana omongane muhaimin iskandar yg katanya kuat dijawa , dijakarta , sumatera menng Telak ..... Alah alah presiden dan wakil hallu😊",omongane muhaimin iskandar kuat dijawa dijakarta sumatera menng telak alah alah presiden wakil hallu,"Muhaimin Iskandar's Strong Mountains in Jakarta, Sumatran, have a landslide",0.4333333333333333,positive
@ZainNudin-m8m,Yàh muda2han  pa Anies dan pakar harus sabar Alloh yang ngatur,muda2han anies pakar sabar allah atur,Young2han Anies Expert Patience Allah,0.0,neutral
@yulianangurudiu9668,"Dsar gila kekuasaan gk mw terima knytaan, gk legowo",dasar gila kuasa terima knytaan legowo,Basic Crazy Power Receive Knytaan Legowo,-0.3,negative
@PrabuArta21-h1e,Tempat sayak telak memang pragib..akui aja lah,sayak telak pragib aku,dear lake pragib me,0.0,neutral
@bl558,"Buktinya adalah tidak masuk akalnya masyarakat memilih calon yang sama sekali tidak cocok untuk mengatasi persoalan-persoalan yang substantif dan kompleks di zaman kita. Jadi motif memilih calon yang tidak cocok tidak ada hubungannya dengan kesesuaian antara Prabowo dan Gibran. Oleh karena itu, merupakan pemikiran yang logis. bahwa orang-orang ini dibimbing oleh ketakutan akan akibat jika tidak memilih Prabowo dan Gibran!",bukti masuk akal masyarakat pilih calon cocok atas persoalanpersoalan substantif kompleks zaman motif pilih calon cocok hubung sesuai prabowo gibran pikir logis orangorang bimbing takut akibat pilih prabowo gibran,Reasonable proof of the community choose a candidate suitable for the problems of substantive complex times Motive Motif Choose Candidates Suitable Conditions according to Prabowo Gibran Thinking Logical people guide fear due to choosing Prabowo Gibran,0.1875,positive
@mickyarman3429,Bukan masalah curang atau tidak nya ya. Tapi kalo dilihat dari kualitas kepemimpinan. Kayaknya 02 itu lebih baik daripada yang lain. Semua orang juga sudah tau urutan 01.  Bagaimana dia memimpin ibukota Jakarta sebagai gubernur. Dan orang udah tau gitu bagaimana keadaan Jakarta sewaktu itu.  Begitupun paslon urut 03.   Tapi kita belum punya data tentang Paslon urut 02. Lagipula. Orang udah bosan. Dengan politik yang membawa-bawa agama didalamnya tapi pada akhirnya sangat jauh berbeda hasilnya.  Ya. Kita coba saja. Paslon urut 02. Dan berharap kedepannya bisa lebih baik lagi.    👍,curang kualitas pimpin kayak orang tau urut pimpin ibukota jakarta gubernur orang tau jakarta paslon urut data paslon urut lagipula orang bosan politik membawabawa agama dalam beda hasil coba paslon urut harap depan,"Cheating Quality Leads Like People Tau Sort to Leading Capital Jakarta Governor Tau Jakarta Paslon Sort Paslon Data Sort Besides, people bored politics carrying religion in the differences with the results of the Paslon sequence",-0.5,negative
@NovalinaSoriale,"02,itulah doa yg Kita naikan udh tercapai,tuhan memberkati prabowo mas gibran Tuhan berkati, 🙏😊",doa naik tercapaituhan kati prabowo mas gibran tuhan berkat,Prayer Rise Golds Kati Prabowo Mas Gibran God Thanks,0.2,positive
@ratnapuji7431,"Buat mas surya ,, ndak usah berdalih yg tidak tidak .. <br>Trima aja kekalah an . Jangan cari2 kesalah an orang lain buat menutupi kekalah an mu .. <br>Nyoba kalau capres mu yg menang , ngak mungkin cari2 kesalah yg lain",mas surya indak dalih terima kalah an salah an orang tutup kalah an mu coba capres mu menang salah,Mas Surya Indak the pretext of accepting the loss and the wrong person to be closed and you try your presidential candidate to win wrong,-0.07499999999999998,negative
@kentahamada6994,Jokowi effek ruarr binasaa<br>Pdi-p tnpa jokowi sperti ayam tnpa kpla,jokowi effek ruarr binasaapdip jokowi ayam kpla,"Jokowi Effect Ruarr Fine, Jokowi Chicken KPLA",-0.09166666666666665,negative
@iyudtaryudi212,Gagal bangkit lagi. Gagal bangkit lagi. Pantang menyerah. Itulah jiwa pejuang bpk prabowo. 2 kali saya dukung 2 kali kalah. Tapi mudah2an tauin ini tahun nya bpk prabowo. Dan semoga bpk bisa membawa nama baik negri ini dan bisa mensejahterakan rakyat. Aminn.. Gass menuju Indonesia emas.,gagal bangkit gagal bangkit pantang serah jiwa juang bpk prabowo kali dukung kali kalah tauin bpk prabowo moga bpk bawa nama negeri sejahtera rakyat amin gass indonesia emas,failed to rise failed to rise abstinence from the handover of the fighting spirit of Bpk Prabowo Kali Supporting Kali Lose Tauin Bpk Prabowo Moga Brought the name of the State Prosperity of the People Amin Gass Indonesia Emas,-0.25,negative
@laragunawan6435,"Kecewa dengan PDIP dan Ganjar yang tidak percaya jumlah suara pemilihnya.. Seharusnya jiwa kesatria dan negarawan mau mengakui kekalahannya dan bukan malah membentuk timsus dan lain lain.. Dengan dugaan kecurangan pemilu... Tokoh berkarakter seperti ini, jangan dipilih lagi kedepannya..",kecewa pdip ganjar percaya suara pilih jiwa kesatria negarawan aku kalah bentuk timsus duga curang milu tokoh karakter pilih depan,disappointed PDIP Ganjar believes the voice of choosing a knife of the statesman I lost the shape of the timsus suspected to cheat the character of the characters in front,-0.75,negative
@TemanggungCeria,"Siapapun yg menang udah jelas itu rakyat tapi persoalan kecurangan jangan lah di ucapkan dulu lah kalo cuma hasil sementara., jangan jadi trakdisi kalo yg kalah selalu pengen ungkap kecurangan.. lebih baiknya di kawal di amati dan jangan dikit dikit curang kalo emang belum ada bau2 kecurangan..... Kata kata curang di sumpan dulu lah.. percayakan ada sama KPU.........",menang rakyat curang ucap hasil trakdisi kalah pengin curang baik kawal amat dikit dikit curang bau2 curang curang sumpan percaya kpu,"win the people cheating saying the results of the results of losing the loss of cheating good good guard, a little bit a little cheating, smells cheating.",0.36500000000000005,positive
@kimcaribahanmakanan2521,Kl tukang curang pasti takut d curangi.. 02 menang.. 😂😂😂😂😂,tukang curang takut curang menang,cheating craftsmen afraid of cheating to win,0.10000000000000003,positive
@komochanel5366,GUE SANGAT AMAT SETIA DENGAN PAK PRABOWO... TULUS UNTUK NEGARA,gue setia prabowo tulus negara,I am loyal to Prabowo sincerely the country,0.41666666666666663,positive
@RyonSaputra,Palembang siap membom suara dari pendukung 02 amieeeen,palembang bom suara dukung amieeeen,Palembang Bomb Supports Amieeeen,0.0,neutral
@sulissunari9310,"Anis dan Ganjar gak tau kalau Muhaimin dan Mahfud  coblos no 2,...😂",anis ganjar tau muhaimin mahfud coblos no,Anis Ganjar Tau Muhaimin Mahfud Coblos No,0.0,neutral
@kurniawan9249,"Terima kasih 01 dan 03 sdh mengantar 02 menjadi pemenang di pilpres 2024, semoga 02 amanah",terima kasih antar menang pilpres moga amanah,"Thank you between winning the presidential election, hopefully the mandate",0.5,positive
@wegyandrian2128,"KECEWA SAMA HASIL, KATANYA PEMILU BERSIH, EH TAUNYA BANYAK YG KOTOR🫠",kecewa hasil milu bersih eh tau kotor,disappointed the results of the mile are clean eh you know dirty,-0.3277777777777778,negative
@yogagandhozt2137,"Yang sering teriak teriak Org zolim pasti bakalan kalah. Ciieee yg sering bilang gitu , sekarang kalah. Zolim sih wkwkwk",teriak teriak orang zolim kalah ciieee bilang kalah zolim sih wkwkwk,shouted zolim people losing ciieee says losing zolim anyway wkwkwk,0.0,neutral
@rizkipratama9864,Indramayu pak jokowi,indramayu jokowi,Indramayu Jokowi,0.0,neutral
@bebas-1102,Salah kata salah sikap mohon maaf....ntar dulu bro...Paslon kau sudah keterlaluan nyerang pak Jokowi,salah salah sikap mohon maaf entar bro paslon kau serang jokowi,"Wrong Attitude, Sorry, bro, bro, you're attacking Jokowi",-0.5,negative
